stem,label,fold,embedding_path,is_augmented,aug_idx
251016_140741_A35W_7-2 [16],Dent,4,data\embeddings\Dent\251016_140741_A35W_7-2 [16].npy,False,0
250825_152739_A35W_1-1 [1024],Loose,1,data\embeddings\Loose\250825_152739_A35W_1-1 [1024].npy,False,0
250825_152739_A35W_10-3 [16],Loose,0,data\embeddings\Loose\250825_152739_A35W_10-3 [16].npy,False,0
250825_152739_A35W_11-3 [16],Loose,3,data\embeddings\Loose\250825_152739_A35W_11-3 [16].npy,False,0
250825_152739_A35W_12-3 [16],Loose,0,data\embeddings\Loose\250825_152739_A35W_12-3 [16].npy,False,0
250825_152739_A35W_13-3 [16],Loose,3,data\embeddings\Loose\250825_152739_A35W_13-3 [16].npy,False,0
250825_152739_A35W_16-2 [16384],Loose,3,data\embeddings\Loose\250825_152739_A35W_16-2 [16384].npy,False,0
250825_152739_A35W_17-2 [16384],Loose,0,data\embeddings\Loose\250825_152739_A35W_17-2 [16384].npy,False,0
250825_152739_A35W_18-2 [16384],Loose,0,data\embeddings\Loose\250825_152739_A35W_18-2 [16384].npy,False,0
250825_152739_A35W_19-2 [16384],Loose,0,data\embeddings\Loose\250825_152739_A35W_19-2 [16384].npy,False,0
250825_152739_A35W_2-1 [1024],Loose,4,data\embeddings\Loose\250825_152739_A35W_2-1 [1024].npy,False,0
250825_152739_A35W_20-2 [16384],Loose,2,data\embeddings\Loose\250825_152739_A35W_20-2 [16384].npy,False,0
250825_152739_A35W_5-1 [1024],Loose,2,data\embeddings\Loose\250825_152739_A35W_5-1 [1024].npy,False,0
250825_152739_A35W_6-1 [1024],Loose,2,data\embeddings\Loose\250825_152739_A35W_6-1 [1024].npy,False,0
250825_152739_A35W_9-3 [16],Loose,0,data\embeddings\Loose\250825_152739_A35W_9-3 [16].npy,False,0
250827_104700_A35W_3-1 [1024],Loose,1,data\embeddings\Loose\250827_104700_A35W_3-1 [1024].npy,False,0
250827_104700_A35W_4-1 [1024],Loose,1,data\embeddings\Loose\250827_104700_A35W_4-1 [1024].npy,False,0
250827_104700_A35W_6-2 [16384],Loose,4,data\embeddings\Loose\250827_104700_A35W_6-2 [16384].npy,False,0
250827_104700_A35W_8-3 [16],Loose,3,data\embeddings\Loose\250827_104700_A35W_8-3 [16].npy,False,0
250907_140040_A35W_5-1 [1024],Loose,1,data\embeddings\Loose\250907_140040_A35W_5-1 [1024].npy,False,0
250907_140040_A35W_6-1 [1024],Loose,0,data\embeddings\Loose\250907_140040_A35W_6-1 [1024].npy,False,0
250907_140040_A35W_7-1 [1024],Loose,1,data\embeddings\Loose\250907_140040_A35W_7-1 [1024].npy,False,0
250907_140040_A35W_8-1 [1024],Loose,3,data\embeddings\Loose\250907_140040_A35W_8-1 [1024].npy,False,0
250907_142008_A35W_1-1 [1024],Loose,2,data\embeddings\Loose\250907_142008_A35W_1-1 [1024].npy,False,0
250907_142008_A35W_4-3 [16],Loose,4,data\embeddings\Loose\250907_142008_A35W_4-3 [16].npy,False,0
250930_161939_A35W_14-2 [16],Loose,2,data\embeddings\Loose\250930_161939_A35W_14-2 [16].npy,False,0
250930_161939_A35W_15-1 [1024],Loose,3,data\embeddings\Loose\250930_161939_A35W_15-1 [1024].npy,False,0
250930_161939_A35W_16-3 [16],Loose,0,data\embeddings\Loose\250930_161939_A35W_16-3 [16].npy,False,0
250930_161939_A35W_4-1 [1024],Loose,0,data\embeddings\Loose\250930_161939_A35W_4-1 [1024].npy,False,0
250930_161939_A35W_5-2 [16],Loose,2,data\embeddings\Loose\250930_161939_A35W_5-2 [16].npy,False,0
250930_161939_A35W_6-3 [16],Loose,1,data\embeddings\Loose\250930_161939_A35W_6-3 [16].npy,False,0
250930_170029_A35W_1-1 [1024],Loose,1,data\embeddings\Loose\250930_170029_A35W_1-1 [1024].npy,False,0
250930_170029_A35W_10-2 [16],Loose,1,data\embeddings\Loose\250930_170029_A35W_10-2 [16].npy,False,0
250930_170029_A35W_11-2 [16],Loose,4,data\embeddings\Loose\250930_170029_A35W_11-2 [16].npy,False,0
250930_170029_A35W_14-3 [16],Loose,1,data\embeddings\Loose\250930_170029_A35W_14-3 [16].npy,False,0
250930_170029_A35W_15-3 [16],Loose,4,data\embeddings\Loose\250930_170029_A35W_15-3 [16].npy,False,0
250930_170029_A35W_16-3 [16],Loose,4,data\embeddings\Loose\250930_170029_A35W_16-3 [16].npy,False,0
250930_170029_A35W_18-3 [16],Loose,2,data\embeddings\Loose\250930_170029_A35W_18-3 [16].npy,False,0
250930_170029_A35W_2-1 [1024],Loose,4,data\embeddings\Loose\250930_170029_A35W_2-1 [1024].npy,False,0
250930_170029_A35W_3-1 [1024],Loose,1,data\embeddings\Loose\250930_170029_A35W_3-1 [1024].npy,False,0
250930_170029_A35W_4-1 [1024],Loose,1,data\embeddings\Loose\250930_170029_A35W_4-1 [1024].npy,False,0
250930_170029_A35W_7-2 [16384],Loose,2,data\embeddings\Loose\250930_170029_A35W_7-2 [16384].npy,False,0
250930_170029_A35W_8-2 [16384],Loose,1,data\embeddings\Loose\250930_170029_A35W_8-2 [16384].npy,False,0
250930_170029_A35W_9-2 [16384],Loose,3,data\embeddings\Loose\250930_170029_A35W_9-2 [16384].npy,False,0
251003_130559_A35W_1-1 [1024],Loose,4,data\embeddings\Loose\251003_130559_A35W_1-1 [1024].npy,False,0
251003_130559_A35W_14-3 [16],Loose,0,data\embeddings\Loose\251003_130559_A35W_14-3 [16].npy,False,0
251003_130559_A35W_16-3 [16],Loose,0,data\embeddings\Loose\251003_130559_A35W_16-3 [16].npy,False,0
251003_130559_A35W_17-3 [16],Loose,4,data\embeddings\Loose\251003_130559_A35W_17-3 [16].npy,False,0
251003_130559_A35W_2-1 [1024],Loose,3,data\embeddings\Loose\251003_130559_A35W_2-1 [1024].npy,False,0
251003_130559_A35W_3-1 [1024],Loose,0,data\embeddings\Loose\251003_130559_A35W_3-1 [1024].npy,False,0
251003_130559_A35W_4-1 [1024],Loose,3,data\embeddings\Loose\251003_130559_A35W_4-1 [1024].npy,False,0
251003_130559_A35W_5-1 [1024],Loose,2,data\embeddings\Loose\251003_130559_A35W_5-1 [1024].npy,False,0
251003_133647_A35W_17-1 [1024],Loose,2,data\embeddings\Loose\251003_133647_A35W_17-1 [1024].npy,False,0
251003_133647_A35W_18-1 [1024],Loose,3,data\embeddings\Loose\251003_133647_A35W_18-1 [1024].npy,False,0
251003_133647_A35W_4-1 [1024],Loose,4,data\embeddings\Loose\251003_133647_A35W_4-1 [1024].npy,False,0
251003_133647_A35W_8-1 [1024],Loose,1,data\embeddings\Loose\251003_133647_A35W_8-1 [1024].npy,False,0
251003_135630_A35W_1-1 [1024],Loose,4,data\embeddings\Loose\251003_135630_A35W_1-1 [1024].npy,False,0
251003_135630_A35W_11-2 [16384],Loose,1,data\embeddings\Loose\251003_135630_A35W_11-2 [16384].npy,False,0
251003_135630_A35W_14-1 [1024],Loose,2,data\embeddings\Loose\251003_135630_A35W_14-1 [1024].npy,False,0
251003_135630_A35W_17-1 [1024],Loose,3,data\embeddings\Loose\251003_135630_A35W_17-1 [1024].npy,False,0
251003_135630_A35W_18-1 [1024],Loose,0,data\embeddings\Loose\251003_135630_A35W_18-1 [1024].npy,False,0
251003_135630_A35W_20-1 [1024],Loose,2,data\embeddings\Loose\251003_135630_A35W_20-1 [1024].npy,False,0
251003_135630_A35W_21-1 [1024],Loose,4,data\embeddings\Loose\251003_135630_A35W_21-1 [1024].npy,False,0
251003_135630_A35W_22-1 [1024],Loose,4,data\embeddings\Loose\251003_135630_A35W_22-1 [1024].npy,False,0
251003_135630_A35W_23-1 [1024],Loose,3,data\embeddings\Loose\251003_135630_A35W_23-1 [1024].npy,False,0
251003_135630_A35W_3-2 [16384],Loose,2,data\embeddings\Loose\251003_135630_A35W_3-2 [16384].npy,False,0
251003_135630_A35W_4-2 [16384],Loose,3,data\embeddings\Loose\251003_135630_A35W_4-2 [16384].npy,False,0
251003_135630_A35W_5-1 [1024],Loose,4,data\embeddings\Loose\251003_135630_A35W_5-1 [1024].npy,False,0
251003_135630_A35W_7-3 [16],Loose,1,data\embeddings\Loose\251003_135630_A35W_7-3 [16].npy,False,0
251010_085148_A35W_2-1 [1024],Loose,1,data\embeddings\Loose\251010_085148_A35W_2-1 [1024].npy,False,0
251010_085148_A35W_3-1 [1024],Loose,1,data\embeddings\Loose\251010_085148_A35W_3-1 [1024].npy,False,0
251010_085148_A35W_4-2 [16],Loose,4,data\embeddings\Loose\251010_085148_A35W_4-2 [16].npy,False,0
251010_085148_A35W_5-2 [16],Loose,2,data\embeddings\Loose\251010_085148_A35W_5-2 [16].npy,False,0
251010_085148_A35W_6-2 [16384],Loose,0,data\embeddings\Loose\251010_085148_A35W_6-2 [16384].npy,False,0
251010_085534_A35W_1-3 [16],Loose,2,data\embeddings\Loose\251010_085534_A35W_1-3 [16].npy,False,0
251010_085534_A35W_2-3 [16],Loose,2,data\embeddings\Loose\251010_085534_A35W_2-3 [16].npy,False,0
251010_085534_A35W_3-3 [16],Loose,4,data\embeddings\Loose\251010_085534_A35W_3-3 [16].npy,False,0
251014_141452_A35W_10-3 [262144],Loose,3,data\embeddings\Loose\251014_141452_A35W_10-3 [262144].npy,False,0
251014_141452_A35W_11-1 [16],Loose,0,data\embeddings\Loose\251014_141452_A35W_11-1 [16].npy,False,0
251014_141452_A35W_12-3 [262144],Loose,3,data\embeddings\Loose\251014_141452_A35W_12-3 [262144].npy,False,0
251014_141452_A35W_14-1 [16],Loose,3,data\embeddings\Loose\251014_141452_A35W_14-1 [16].npy,False,0
251014_141452_A35W_15-3 [262144],Loose,1,data\embeddings\Loose\251014_141452_A35W_15-3 [262144].npy,False,0
251014_141452_A35W_16-1 [16],Loose,3,data\embeddings\Loose\251014_141452_A35W_16-1 [16].npy,False,0
251014_141452_A35W_18-1 [16],Loose,1,data\embeddings\Loose\251014_141452_A35W_18-1 [16].npy,False,0
251014_141452_A35W_19-2 [16],Loose,2,data\embeddings\Loose\251014_141452_A35W_19-2 [16].npy,False,0
251014_141452_A35W_21-3 [262144],Loose,0,data\embeddings\Loose\251014_141452_A35W_21-3 [262144].npy,False,0
251014_141452_A35W_24-1 [16],Loose,4,data\embeddings\Loose\251014_141452_A35W_24-1 [16].npy,False,0
251014_141452_A35W_25-3 [262144],Loose,3,data\embeddings\Loose\251014_141452_A35W_25-3 [262144].npy,False,0
251014_141452_A35W_26-1 [16],Loose,3,data\embeddings\Loose\251014_141452_A35W_26-1 [16].npy,False,0
251014_141452_A35W_27-1 [16],Loose,0,data\embeddings\Loose\251014_141452_A35W_27-1 [16].npy,False,0
251014_141452_A35W_28-3 [262144],Loose,2,data\embeddings\Loose\251014_141452_A35W_28-3 [262144].npy,False,0
251014_141452_A35W_4-3 [262144],Loose,0,data\embeddings\Loose\251014_141452_A35W_4-3 [262144].npy,False,0
251014_141452_A35W_5-3 [262144],Loose,0,data\embeddings\Loose\251014_141452_A35W_5-3 [262144].npy,False,0
251014_141452_A35W_6-3 [262144],Loose,4,data\embeddings\Loose\251014_141452_A35W_6-3 [262144].npy,False,0
251014_141452_A35W_7-1 [1024],Loose,3,data\embeddings\Loose\251014_141452_A35W_7-1 [1024].npy,False,0
251014_141452_A35W_8-2 [16],Loose,4,data\embeddings\Loose\251014_141452_A35W_8-2 [16].npy,False,0
251014_141452_A35W_9-1 [16],Loose,1,data\embeddings\Loose\251014_141452_A35W_9-1 [16].npy,False,0
251016_140741_A35W_10-2 [16384],Loose,2,data\embeddings\Loose\251016_140741_A35W_10-2 [16384].npy,False,0
251016_140741_A35W_11-3 [262144],Loose,3,data\embeddings\Loose\251016_140741_A35W_11-3 [262144].npy,False,0
251016_140741_A35W_14-2 [16],Loose,4,data\embeddings\Loose\251016_140741_A35W_14-2 [16].npy,False,0
251016_140741_A35W_15-2 [16],Loose,2,data\embeddings\Loose\251016_140741_A35W_15-2 [16].npy,False,0
251016_140741_A35W_16-1 [16],Loose,1,data\embeddings\Loose\251016_140741_A35W_16-1 [16].npy,False,0
251016_140741_A35W_17-1 [16],Loose,3,data\embeddings\Loose\251016_140741_A35W_17-1 [16].npy,False,0
251016_140741_A35W_21-1 [16],Loose,0,data\embeddings\Loose\251016_140741_A35W_21-1 [16].npy,False,0
251016_140741_A35W_22-1 [16],Loose,2,data\embeddings\Loose\251016_140741_A35W_22-1 [16].npy,False,0
251016_140741_A35W_4-3 [262144],Loose,4,data\embeddings\Loose\251016_140741_A35W_4-3 [262144].npy,False,0
251016_140741_A35W_6-1 [16],Loose,0,data\embeddings\Loose\251016_140741_A35W_6-1 [16].npy,False,0
251016_145335_A35W_11-1 [1024],Loose,2,data\embeddings\Loose\251016_145335_A35W_11-1 [1024].npy,False,0
251016_145335_A35W_12-1 [16],Loose,1,data\embeddings\Loose\251016_145335_A35W_12-1 [16].npy,False,0
251016_145335_A35W_13-3 [262144],Loose,0,data\embeddings\Loose\251016_145335_A35W_13-3 [262144].npy,False,0
251016_145335_A35W_6-1 [1024],Loose,4,data\embeddings\Loose\251016_145335_A35W_6-1 [1024].npy,False,0
250825_151708_A35W_14-3 [16]_aug1,Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16]_aug1.npy,True,1
250825_151708_A35W_14-3 [16]_aug2,Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16]_aug2.npy,True,2
250825_151708_A35W_14-3 [16]_aug3,Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16]_aug3.npy,True,3
250825_151708_A35W_14-3 [16]_aug4,Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16]_aug4.npy,True,4
250825_151708_A35W_14-3 [16]_aug5,Dent,1,data\embeddings\Dent\250825_151708_A35W_14-3 [16]_aug5.npy,True,5
250825_151708_A35W_15-3 [16]_aug1,Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16]_aug1.npy,True,1
250825_151708_A35W_15-3 [16]_aug2,Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16]_aug2.npy,True,2
250825_151708_A35W_15-3 [16]_aug3,Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16]_aug3.npy,True,3
250825_151708_A35W_15-3 [16]_aug4,Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16]_aug4.npy,True,4
250825_151708_A35W_15-3 [16]_aug5,Dent,2,data\embeddings\Dent\250825_151708_A35W_15-3 [16]_aug5.npy,True,5
250825_151708_A35W_16-3 [16]_aug1,Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16]_aug1.npy,True,1
250825_151708_A35W_16-3 [16]_aug2,Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16]_aug2.npy,True,2
250825_151708_A35W_16-3 [16]_aug3,Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16]_aug3.npy,True,3
250825_151708_A35W_16-3 [16]_aug4,Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16]_aug4.npy,True,4
250825_151708_A35W_16-3 [16]_aug5,Dent,3,data\embeddings\Dent\250825_151708_A35W_16-3 [16]_aug5.npy,True,5
250825_151708_A35W_17-3 [16]_aug1,Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16]_aug1.npy,True,1
250825_151708_A35W_17-3 [16]_aug2,Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16]_aug2.npy,True,2
250825_151708_A35W_17-3 [16]_aug3,Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16]_aug3.npy,True,3
250825_151708_A35W_17-3 [16]_aug4,Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16]_aug4.npy,True,4
250825_151708_A35W_17-3 [16]_aug5,Dent,1,data\embeddings\Dent\250825_151708_A35W_17-3 [16]_aug5.npy,True,5
250825_151708_A35W_18-3 [16]_aug1,Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16]_aug1.npy,True,1
250825_151708_A35W_18-3 [16]_aug2,Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16]_aug2.npy,True,2
250825_151708_A35W_18-3 [16]_aug3,Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16]_aug3.npy,True,3
250825_151708_A35W_18-3 [16]_aug4,Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16]_aug4.npy,True,4
250825_151708_A35W_18-3 [16]_aug5,Dent,3,data\embeddings\Dent\250825_151708_A35W_18-3 [16]_aug5.npy,True,5
250825_151708_A35W_19-3 [16]_aug1,Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16]_aug1.npy,True,1
250825_151708_A35W_19-3 [16]_aug2,Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16]_aug2.npy,True,2
250825_151708_A35W_19-3 [16]_aug3,Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16]_aug3.npy,True,3
250825_151708_A35W_19-3 [16]_aug4,Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16]_aug4.npy,True,4
250825_151708_A35W_19-3 [16]_aug5,Dent,3,data\embeddings\Dent\250825_151708_A35W_19-3 [16]_aug5.npy,True,5
250825_151708_A35W_4-1 [1024]_aug1,Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024]_aug1.npy,True,1
250825_151708_A35W_4-1 [1024]_aug2,Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024]_aug2.npy,True,2
250825_151708_A35W_4-1 [1024]_aug3,Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024]_aug3.npy,True,3
250825_151708_A35W_4-1 [1024]_aug4,Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024]_aug4.npy,True,4
250825_151708_A35W_4-1 [1024]_aug5,Dent,3,data\embeddings\Dent\250825_151708_A35W_4-1 [1024]_aug5.npy,True,5
250825_151708_A35W_5-1 [1024]_aug1,Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024]_aug1.npy,True,1
250825_151708_A35W_5-1 [1024]_aug2,Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024]_aug2.npy,True,2
250825_151708_A35W_5-1 [1024]_aug3,Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024]_aug3.npy,True,3
250825_151708_A35W_5-1 [1024]_aug4,Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024]_aug4.npy,True,4
250825_151708_A35W_5-1 [1024]_aug5,Dent,0,data\embeddings\Dent\250825_151708_A35W_5-1 [1024]_aug5.npy,True,5
250825_151708_A35W_6-1 [1024]_aug1,Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024]_aug1.npy,True,1
250825_151708_A35W_6-1 [1024]_aug2,Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024]_aug2.npy,True,2
250825_151708_A35W_6-1 [1024]_aug3,Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024]_aug3.npy,True,3
250825_151708_A35W_6-1 [1024]_aug4,Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024]_aug4.npy,True,4
250825_151708_A35W_6-1 [1024]_aug5,Dent,2,data\embeddings\Dent\250825_151708_A35W_6-1 [1024]_aug5.npy,True,5
250825_151708_A35W_7-1 [1024]_aug1,Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024]_aug1.npy,True,1
250825_151708_A35W_7-1 [1024]_aug2,Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024]_aug2.npy,True,2
250825_151708_A35W_7-1 [1024]_aug3,Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024]_aug3.npy,True,3
250825_151708_A35W_7-1 [1024]_aug4,Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024]_aug4.npy,True,4
250825_151708_A35W_7-1 [1024]_aug5,Dent,3,data\embeddings\Dent\250825_151708_A35W_7-1 [1024]_aug5.npy,True,5
250825_151708_A35W_8-1 [1024]_aug1,Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024]_aug1.npy,True,1
250825_151708_A35W_8-1 [1024]_aug2,Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024]_aug2.npy,True,2
250825_151708_A35W_8-1 [1024]_aug3,Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024]_aug3.npy,True,3
250825_151708_A35W_8-1 [1024]_aug4,Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024]_aug4.npy,True,4
250825_151708_A35W_8-1 [1024]_aug5,Dent,0,data\embeddings\Dent\250825_151708_A35W_8-1 [1024]_aug5.npy,True,5
250827_104700_A35W_15-1 [1024]_aug1,Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024]_aug1.npy,True,1
250827_104700_A35W_15-1 [1024]_aug2,Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024]_aug2.npy,True,2
250827_104700_A35W_15-1 [1024]_aug3,Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024]_aug3.npy,True,3
250827_104700_A35W_15-1 [1024]_aug4,Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024]_aug4.npy,True,4
250827_104700_A35W_15-1 [1024]_aug5,Dent,3,data\embeddings\Dent\250827_104700_A35W_15-1 [1024]_aug5.npy,True,5
250827_104700_A35W_22-3 [16]_aug1,Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16]_aug1.npy,True,1
250827_104700_A35W_22-3 [16]_aug2,Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16]_aug2.npy,True,2
250827_104700_A35W_22-3 [16]_aug3,Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16]_aug3.npy,True,3
250827_104700_A35W_22-3 [16]_aug4,Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16]_aug4.npy,True,4
250827_104700_A35W_22-3 [16]_aug5,Dent,0,data\embeddings\Dent\250827_104700_A35W_22-3 [16]_aug5.npy,True,5
250907_142008_A35W_4-1 [1024]_aug1,Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024]_aug1.npy,True,1
250907_142008_A35W_4-1 [1024]_aug2,Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024]_aug2.npy,True,2
250907_142008_A35W_4-1 [1024]_aug3,Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024]_aug3.npy,True,3
250907_142008_A35W_4-1 [1024]_aug4,Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024]_aug4.npy,True,4
250907_142008_A35W_4-1 [1024]_aug5,Dent,2,data\embeddings\Dent\250907_142008_A35W_4-1 [1024]_aug5.npy,True,5
250907_142008_A35W_5-2 [16]_aug1,Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16]_aug1.npy,True,1
250907_142008_A35W_5-2 [16]_aug2,Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16]_aug2.npy,True,2
250907_142008_A35W_5-2 [16]_aug3,Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16]_aug3.npy,True,3
250907_142008_A35W_5-2 [16]_aug4,Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16]_aug4.npy,True,4
250907_142008_A35W_5-2 [16]_aug5,Dent,1,data\embeddings\Dent\250907_142008_A35W_5-2 [16]_aug5.npy,True,5
250907_142008_A35W_7-2 [16]_aug1,Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16]_aug1.npy,True,1
250907_142008_A35W_7-2 [16]_aug2,Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16]_aug2.npy,True,2
250907_142008_A35W_7-2 [16]_aug3,Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16]_aug3.npy,True,3
250907_142008_A35W_7-2 [16]_aug4,Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16]_aug4.npy,True,4
250907_142008_A35W_7-2 [16]_aug5,Dent,1,data\embeddings\Dent\250907_142008_A35W_7-2 [16]_aug5.npy,True,5
250907_142008_A35W_7-3 [16]_aug1,Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16]_aug1.npy,True,1
250907_142008_A35W_7-3 [16]_aug2,Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16]_aug2.npy,True,2
250907_142008_A35W_7-3 [16]_aug3,Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16]_aug3.npy,True,3
250907_142008_A35W_7-3 [16]_aug4,Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16]_aug4.npy,True,4
250907_142008_A35W_7-3 [16]_aug5,Dent,0,data\embeddings\Dent\250907_142008_A35W_7-3 [16]_aug5.npy,True,5
250907_142008_A35W_9-2 [16]_aug1,Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16]_aug1.npy,True,1
250907_142008_A35W_9-2 [16]_aug2,Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16]_aug2.npy,True,2
250907_142008_A35W_9-2 [16]_aug3,Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16]_aug3.npy,True,3
250907_142008_A35W_9-2 [16]_aug4,Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16]_aug4.npy,True,4
250907_142008_A35W_9-2 [16]_aug5,Dent,0,data\embeddings\Dent\250907_142008_A35W_9-2 [16]_aug5.npy,True,5
250907_142008_A35W_9-3 [16]_aug1,Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16]_aug1.npy,True,1
250907_142008_A35W_9-3 [16]_aug2,Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16]_aug2.npy,True,2
250907_142008_A35W_9-3 [16]_aug3,Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16]_aug3.npy,True,3
250907_142008_A35W_9-3 [16]_aug4,Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16]_aug4.npy,True,4
250907_142008_A35W_9-3 [16]_aug5,Dent,3,data\embeddings\Dent\250907_142008_A35W_9-3 [16]_aug5.npy,True,5
250930_161939_A35W_1-2 [16]_aug1,Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16]_aug1.npy,True,1
250930_161939_A35W_1-2 [16]_aug2,Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16]_aug2.npy,True,2
250930_161939_A35W_1-2 [16]_aug3,Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16]_aug3.npy,True,3
250930_161939_A35W_1-2 [16]_aug4,Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16]_aug4.npy,True,4
250930_161939_A35W_1-2 [16]_aug5,Dent,3,data\embeddings\Dent\250930_161939_A35W_1-2 [16]_aug5.npy,True,5
250930_161939_A35W_2-3 [16]_aug1,Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16]_aug1.npy,True,1
250930_161939_A35W_2-3 [16]_aug2,Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16]_aug2.npy,True,2
250930_161939_A35W_2-3 [16]_aug3,Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16]_aug3.npy,True,3
250930_161939_A35W_2-3 [16]_aug4,Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16]_aug4.npy,True,4
250930_161939_A35W_2-3 [16]_aug5,Dent,1,data\embeddings\Dent\250930_161939_A35W_2-3 [16]_aug5.npy,True,5
250930_170704_A35W_1-1 [1024]_aug1,Dent,0,data\embeddings\Dent\250930_170704_A35W_1-1 [1024]_aug1.npy,True,1
250930_170704_A35W_1-1 [1024]_aug2,Dent,0,data\embeddings\Dent\250930_170704_A35W_1-1 [1024]_aug2.npy,True,2
